Fri Oct 12 00:25:52 EDT 2018
processing ./loginutils/passwd.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/535.config/loginutils/passwd.c.cli
Checking selinux/setenforce.c: ENABLE_FEATURE_EDITING...
Checking selinux/setenforce.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking selinux/setenforce.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking selinux/setenforce.c: ENABLE_FEATURE_HWIB...
Checking selinux/setenforce.c: ENABLE_FEATURE_INDIVIDUAL...
Checking selinux/setenforce.c: ENABLE_FEATURE_IPV6...
Checking selinux/setenforce.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking selinux/setenforce.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking selinux/setenforce.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking selinux/setenforce.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking selinux/setenforce.c: ENABLE_FEATURE_TOPMEM...
Checking selinux/setenforce.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking selinux/setenforce.c: ENABLE_FEATURE_UTMP...
Checking selinux/setenforce.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking selinux/setenforce.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking selinux/setenforce.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking selinux/setenforce.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking selinux/setenforce.c: ENABLE_LFS...
Checking selinux/setenforce.c: ENABLE_LOCALE_SUPPORT...
Checking selinux/setenforce.c: ENABLE_LONG_OPTS...
Checking selinux/setenforce.c: ENABLE_ROUTE...
Checking selinux/setenforce.c: ENABLE_SELINUX...
Checking selinux/setenforce.c: ENABLE_USE_BB_PWD_GRP...
Checking selinux/setenforce.c: HAVE_MNTENT_H...
Checking selinux/setenforce.c: HAVE_PRINTF_PERCENTM...
Checking selinux/setenforce.c: HAVE_SYS_STATFS_H...
Checking selinux/setenforce.c: HAVE_UNLOCKED_LINE_OPS...
Checking selinux/setenforce.c: HAVE_UNLOCKED_STDIO...
Checking selinux/setenforce.c: TASK_COMM_LEN...
Checking selinux/setenforce.c: UINT_MAX=0xffffffff...
Checking selinux/setenforce.c: UNUSED_FOR_NOW...
Checking selinux/setenforce.c: WANT_PIDFILE...
Checking selinux/setenforce.c: _BYTE_ORDER...
Checking selinux/setenforce.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking selinux/setenforce.c: _SC_ARG_MAX...
Checking selinux/setenforce.c: __386__...
Checking selinux/setenforce.c: __APPLE__...
Checking selinux/setenforce.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking selinux/setenforce.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking selinux/setenforce.c: __BYTE_ORDER...
Checking selinux/setenforce.c: __CYGWIN__...
Checking selinux/setenforce.c: __FreeBSD__...
Checking selinux/setenforce.c: __FreeBSD__;__OpenBSD__...
Checking selinux/setenforce.c: __FreeBSD_kernel__...
Checking selinux/setenforce.c: __GLIBC__...
Checking selinux/setenforce.c: __GNUC_MINOR__;__GNUC__...
Checking selinux/setenforce.c: __GNU__...
Checking selinux/setenforce.c: __NetBSD__...
Checking selinux/setenforce.c: __STDC_VERSION__...
Checking selinux/setenforce.c: __UCLIBC__...
Checking selinux/setenforce.c: __WATCOMC__...
Checking selinux/setenforce.c: __cris__;__mips__;__x86_64__;i386...
Checking selinux/setenforce.c: __dietlibc__...
Checking selinux/setenforce.c: __digital__;__unix__...
Checking selinux/setenforce.c: __linux__...
Checking selinux/setenforce.c: __powerpc__;__x86_64__;i386...
Checking selinux/setenforce.c: i386...
processing ./selinux/load_policy.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/selinux/load_policy.c.cli
Checking selinux/load_policy.c ...
Checking selinux/load_policy.c: AF_NETLINK...
Checking selinux/load_policy.c: AF_PACKET...
Checking selinux/load_policy.c: ANDROID;__ANDROID__...
Checking selinux/load_policy.c: ARG_MAX...
Checking selinux/load_policy.c: BB_MMU...
Checking selinux/load_policy.c: BYTE_ORDER...
Checking selinux/load_policy.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking selinux/load_policy.c: DMALLOC...
Checking selinux/load_policy.c: ENABLE_DESKTOP...
Checking selinux/load_policy.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking selinux/load_policy.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking selinux/load_policy.c: ENABLE_FEATURE_CHECK_NAMES...
Checking selinux/load_policy.c: ENABLE_FEATURE_DEVFS...
Checking selinux/load_policy.c: ENABLE_FEATURE_EDITING...
Checking selinux/load_policy.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking selinux/load_policy.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking selinux/load_policy.c: ENABLE_FEATURE_HWIB...
Checking selinux/load_policy.c: ENABLE_FEATURE_INDIVIDUAL...
Checking selinux/load_policy.c: ENABLE_FEATURE_IPV6...
Checking selinux/load_policy.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking selinux/load_policy.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking selinux/load_policy.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking selinux/load_policy.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking selinux/load_policy.c: ENABLE_FEATURE_TOPMEM...
Checking selinux/load_policy.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking selinux/load_policy.c: ENABLE_FEATURE_UTMP...
Checking selinux/load_policy.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking selinux/load_policy.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking selinux/load_policy.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking selinux/load_policy.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking selinux/load_policy.c: ENABLE_LFS...
Checking selinux/load_policy.c: ENABLE_LOCALE_SUPPORT...
Checking selinux/load_policy.c: ENABLE_LONG_OPTS...
Checking selinux/load_policy.c: ENABLE_ROUTE...
Checking selinux/load_policy.c: ENABLE_SELINUX...
Checking selinux/load_policy.c: ENABLE_USE_BB_PWD_GRP...
Checking selinux/load_policy.c: HAVE_MNTENT_H...
Checking selinux/load_policy.c: HAVE_PRINTF_PERCENTM...
Checking selinux/load_policy.c: HAVE_SYS_STATFS_H...
Checking selinux/load_policy.c: HAVE_UNLOCKED_LINE_OPS...
Checking selinux/load_policy.c: HAVE_UNLOCKED_STDIO...
Checking selinux/load_policy.c: TASK_COMM_LEN...
Checking selinux/load_policy.c: UINT_MAX=0xffffffff...
Checking selinux/load_policy.c: UNUSED_FOR_NOW...
Checking selinux/load_policy.c: WANT_PIDFILE...
Checking selinux/load_policy.c: _BYTE_ORDER...
Checking selinux/load_policy.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking selinux/load_policy.c: _SC_ARG_MAX...
Checking selinux/load_policy.c: __386__...
Checking selinux/load_policy.c: __APPLE__...
Checking selinux/load_policy.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking selinux/load_policy.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking selinux/load_policy.c: __BYTE_ORDER...
Checking selinux/load_policy.c: __CYGWIN__...
Checking selinux/load_policy.c: __FreeBSD__...
Checking selinux/load_policy.c: __FreeBSD__;__OpenBSD__...
Checking selinux/load_policy.c: __FreeBSD_kernel__...
Checking selinux/load_policy.c: __GLIBC__...
Checking selinux/load_policy.c: __GNUC_MINOR__;__GNUC__...
Checking selinux/load_policy.c: __GNU__...
Checking selinux/load_policy.c: __NetBSD__...
Checking selinux/load_policy.c: __STDC_VERSION__...
Checking selinux/load_policy.c: __UCLIBC__...
Checking selinux/load_policy.c: __WATCOMC__...
Checking selinux/load_policy.c: __cris__;__mips__;__x86_64__;i386...
Checking selinux/load_policy.c: __dietlibc__...
Checking selinux/load_policy.c: __digital__;__unix__...
Checking selinux/load_policy.c: __linux__...
Checking selinux/load_policy.c: __powerpc__;__x86_64__;i386...
Checking selinux/load_policy.c: i386...
processing ./selinux/sestatus.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/selinux/sestatus.c.cli
Checking selinux/sestatus.c ...
Checking selinux/sestatus.c: AF_NETLINK...
Checking selinux/sestatus.c: AF_PACKET...
Checking selinux/sestatus.c: ANDROID;__ANDROID__...
Checking selinux/sestatus.c: ARG_MAX...
Checking selinux/sestatus.c: BB_MMU...
Checking selinux/sestatus.c: BYTE_ORDER...
Checking selinux/sestatus.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking selinux/sestatus.c: DMALLOC...
Checking selinux/sestatus.c: ENABLE_DESKTOP...
Checking selinux/sestatus.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking selinux/sestatus.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking selinux/sestatus.c: ENABLE_FEATURE_CHECK_NAMES...
Checking selinux/sestatus.c: ENABLE_FEATURE_DEVFS...
Checking selinux/sestatus.c: ENABLE_FEATURE_EDITING...
Checking selinux/sestatus.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking selinux/sestatus.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking selinux/sestatus.c: ENABLE_FEATURE_HWIB...
Checking selinux/sestatus.c: ENABLE_FEATURE_INDIVIDUAL...
Checking selinux/sestatus.c: ENABLE_FEATURE_IPV6...
Checking selinux/sestatus.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking selinux/sestatus.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking selinux/sestatus.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking selinux/sestatus.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking selinux/sestatus.c: ENABLE_FEATURE_TOPMEM...
Checking selinux/sestatus.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking selinux/sestatus.c: ENABLE_FEATURE_UTMP...
Checking selinux/sestatus.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking selinux/sestatus.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking selinux/sestatus.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking selinux/sestatus.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking selinux/sestatus.c: ENABLE_LFS...
Checking selinux/sestatus.c: ENABLE_LOCALE_SUPPORT...
Checking selinux/sestatus.c: ENABLE_LONG_OPTS...
Checking selinux/sestatus.c: ENABLE_ROUTE...
Checking selinux/sestatus.c: ENABLE_SELINUX...
Checking selinux/sestatus.c: ENABLE_USE_BB_PWD_GRP...
Checking selinux/sestatus.c: HAVE_MNTENT_H...
Checking selinux/sestatus.c: HAVE_PRINTF_PERCENTM...
Checking selinux/sestatus.c: HAVE_SYS_STATFS_H...
Checking selinux/sestatus.c: HAVE_UNLOCKED_LINE_OPS...
Checking selinux/sestatus.c: HAVE_UNLOCKED_STDIO...
Checking selinux/sestatus.c: TASK_COMM_LEN...
Checking selinux/sestatus.c: UINT_MAX=0xffffffff...
Checking selinux/sestatus.c: UNUSED_FOR_NOW...
Checking selinux/sestatus.c: WANT_PIDFILE...
Checking selinux/sestatus.c: _BYTE_ORDER...
Checking selinux/sestatus.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking selinux/sestatus.c: _SC_ARG_MAX...
Checking selinux/sestatus.c: __386__...
Checking selinux/sestatus.c: __APPLE__...
Checking selinux/sestatus.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking selinux/sestatus.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking selinux/sestatus.c: __BYTE_ORDER...
Checking selinux/sestatus.c: __CYGWIN__...
Checking selinux/sestatus.c: __FreeBSD__...
Checking selinux/sestatus.c: __FreeBSD__;__OpenBSD__...
Checking selinux/sestatus.c: __FreeBSD_kernel__...
Checking selinux/sestatus.c: __GLIBC__...
Checking selinux/sestatus.c: __GNUC_MINOR__;__GNUC__...
Checking selinux/sestatus.c: __GNU__...
Checking selinux/sestatus.c: __NetBSD__...
Checking selinux/sestatus.c: __STDC_VERSION__...
Checking selinux/sestatus.c: __UCLIBC__...
Checking selinux/sestatus.c: __WATCOMC__...
Checking selinux/sestatus.c: __cris__;__mips__;__x86_64__;i386...
Checking selinux/sestatus.c: __dietlibc__...
Checking selinux/sestatus.c: __digital__;__unix__...
Checking selinux/sestatus.c: __linux__...
Checking selinux/sestatus.c: __powerpc__;__x86_64__;i386...
Checking selinux/sestatus.c: i386...
processing ./procps/pidof.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/procps/pidof.c.cli
Checking procps/pidof.c ...
Checking procps/pidof.c: AF_NETLINK...
Checking procps/pidof.c: AF_PACKET...
Checking procps/pidof.c: ANDROID;__ANDROID__...
Checking procps/pidof.c: ARG_MAX...
Checking procps/pidof.c: BB_MMU...
Checking procps/pidof.c: BYTE_ORDER...
Checking procps/pidof.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking procps/pidof.c: DMALLOC...
Checking procps/pidof.c: ENABLE_DESKTOP...
Checking procps/pidof.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking procps/pidof.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking procps/pidof.c: ENABLE_FEATURE_CHECK_NAMES...
Checking procps/pidof.c: ENABLE_FEATURE_DEVFS...
Checking procps/pidof.c: ENABLE_FEATURE_EDITING...
Checking procps/pidof.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking procps/pidof.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking procps/pidof.c: ENABLE_FEATURE_HWIB...
Checking procps/pidof.c: ENABLE_FEATURE_INDIVIDUAL...
Checking procps/pidof.c: ENABLE_FEATURE_IPV6...
Checking procps/pidof.c: ENABLE_FEATURE_PIDOF_OMIT...
Checking procps/pidof.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking procps/pidof.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking procps/pidof.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking procps/pidof.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking procps/pidof.c: ENABLE_FEATURE_TOPMEM...
Checking procps/pidof.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking procps/pidof.c: ENABLE_FEATURE_UTMP...
Checking procps/pidof.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking procps/pidof.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking procps/pidof.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking procps/pidof.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking procps/pidof.c: ENABLE_LFS...
Checking procps/pidof.c: ENABLE_LOCALE_SUPPORT...
Checking procps/pidof.c: ENABLE_LONG_OPTS...
Checking procps/pidof.c: ENABLE_ROUTE...
Checking procps/pidof.c: ENABLE_SELINUX...
Checking procps/pidof.c: ENABLE_USE_BB_PWD_GRP...
Checking procps/pidof.c: HAVE_MNTENT_H...
Checking procps/pidof.c: HAVE_PRINTF_PERCENTM...
Checking procps/pidof.c: HAVE_SYS_STATFS_H...
Checking procps/pidof.c: HAVE_UNLOCKED_LINE_OPS...
Checking procps/pidof.c: HAVE_UNLOCKED_STDIO...
Checking procps/pidof.c: TASK_COMM_LEN...
Checking procps/pidof.c: UINT_MAX=0xffffffff...
Checking procps/pidof.c: UNUSED_FOR_NOW...
Checking procps/pidof.c: WANT_PIDFILE...
Checking procps/pidof.c: _BYTE_ORDER...
Checking procps/pidof.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking procps/pidof.c: _SC_ARG_MAX...
Checking procps/pidof.c: __386__...
[procps/pidof.c:70]: (error) syntax error
Checking procps/pidof.c: __APPLE__...
Checking procps/pidof.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking procps/pidof.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking procps/pidof.c: __BYTE_ORDER...
Checking procps/pidof.c: __CYGWIN__...
Checking procps/pidof.c: __FreeBSD__...
Checking procps/pidof.c: __FreeBSD__;__OpenBSD__...
Checking procps/pidof.c: __FreeBSD_kernel__...
Checking procps/pidof.c: __GLIBC__...
Checking procps/pidof.c: __GNUC_MINOR__;__GNUC__...
Checking procps/pidof.c: __GNU__...
Checking procps/pidof.c: __NetBSD__...
Checking procps/pidof.c: __STDC_VERSION__...
Checking procps/pidof.c: __UCLIBC__...
Checking procps/pidof.c: __WATCOMC__...
Checking procps/pidof.c: __cris__;__mips__;__x86_64__;i386...
Checking procps/pidof.c: __dietlibc__...
Checking procps/pidof.c: __digital__;__unix__...
Checking procps/pidof.c: __linux__...
Checking procps/pidof.c: __powerpc__;__x86_64__;i386...
Checking procps/pidof.c: i386...
processing ./procps/ps.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/procps/ps.c.cli
Checking procps/ps.c ...
Checking procps/ps.c: AF_NETLINK...
Checking procps/ps.c: AF_PACKET...
Checking procps/ps.c: ANDROID;__ANDROID__...
Checking procps/ps.c: ARG_MAX...
Checking procps/ps.c: BB_MMU...
Checking procps/ps.c: BYTE_ORDER...
Checking procps/ps.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking procps/ps.c: DMALLOC...
Checking procps/ps.c: ENABLE_DESKTOP...
Checking procps/ps.c: ENABLE_DESKTOP;ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking procps/ps.c: ENABLE_DESKTOP;ENABLE_FEATURE_PS_TIME...
Checking procps/ps.c: ENABLE_DESKTOP;ENABLE_FEATURE_SHOW_THREADS...
Checking procps/ps.c: ENABLE_DESKTOP;ENABLE_SELINUX...
Checking procps/ps.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking procps/ps.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking procps/ps.c: ENABLE_FEATURE_CHECK_NAMES...
Checking procps/ps.c: ENABLE_FEATURE_DEVFS...
Checking procps/ps.c: ENABLE_FEATURE_EDITING...
Checking procps/ps.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking procps/ps.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking procps/ps.c: ENABLE_FEATURE_HWIB...
Checking procps/ps.c: ENABLE_FEATURE_INDIVIDUAL...
Checking procps/ps.c: ENABLE_FEATURE_IPV6...
Checking procps/ps.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking procps/ps.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking procps/ps.c: ENABLE_FEATURE_PS_LONG...
Checking procps/ps.c: ENABLE_FEATURE_PS_WIDE...
Checking procps/ps.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking procps/ps.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking procps/ps.c: ENABLE_FEATURE_TOPMEM...
Checking procps/ps.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking procps/ps.c: ENABLE_FEATURE_UTMP...
Checking procps/ps.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking procps/ps.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking procps/ps.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking procps/ps.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking procps/ps.c: ENABLE_LFS...
Checking procps/ps.c: ENABLE_LOCALE_SUPPORT...
Checking procps/ps.c: ENABLE_LONG_OPTS...
Checking procps/ps.c: ENABLE_ROUTE...
Checking procps/ps.c: ENABLE_SELINUX...
Checking procps/ps.c: ENABLE_USE_BB_PWD_GRP...
Checking procps/ps.c: HAVE_MNTENT_H...
Checking procps/ps.c: HAVE_PRINTF_PERCENTM...
Checking procps/ps.c: HAVE_SYS_STATFS_H...
Checking procps/ps.c: HAVE_UNLOCKED_LINE_OPS...
Checking procps/ps.c: HAVE_UNLOCKED_STDIO...
Checking procps/ps.c: TASK_COMM_LEN...
Checking procps/ps.c: UINT_MAX=0xffffffff...
Checking procps/ps.c: UNUSED_FOR_NOW...
Checking procps/ps.c: WANT_PIDFILE...
Checking procps/ps.c: _BYTE_ORDER...
Checking procps/ps.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking procps/ps.c: _SC_ARG_MAX...
Checking procps/ps.c: __386__...
Checking procps/ps.c: __APPLE__...
Checking procps/ps.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking procps/ps.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking procps/ps.c: __BYTE_ORDER...
Checking procps/ps.c: __CYGWIN__...
Checking procps/ps.c: __FreeBSD__...
Checking procps/ps.c: __FreeBSD__;__OpenBSD__...
Checking procps/ps.c: __FreeBSD_kernel__...
Checking procps/ps.c: __GLIBC__...
Checking procps/ps.c: __GNUC_MINOR__;__GNUC__...
Checking procps/ps.c: __GNU__...
Checking procps/ps.c: __NetBSD__...
Checking procps/ps.c: __STDC_VERSION__...
Checking procps/ps.c: __UCLIBC__...
Checking procps/ps.c: __WATCOMC__...
Checking procps/ps.c: __cris__;__mips__;__x86_64__;i386...
Checking procps/ps.c: __dietlibc__...
Checking procps/ps.c: __digital__;__unix__...
Checking procps/ps.c: __linux__...
Checking procps/ps.c: __powerpc__;__x86_64__;i386...
Checking procps/ps.c: i386...
processing ./procps/mpstat.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/procps/mpstat.c.cli
Checking procps/mpstat.c ...
Checking procps/mpstat.c: AF_NETLINK...
Checking procps/mpstat.c: AF_PACKET...
Checking procps/mpstat.c: ANDROID;__ANDROID__...
Checking procps/mpstat.c: ARG_MAX...
Checking procps/mpstat.c: BB_MMU...
Checking procps/mpstat.c: BYTE_ORDER...
Checking procps/mpstat.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking procps/mpstat.c: DMALLOC...
Checking procps/mpstat.c: ENABLE_DESKTOP...
Checking procps/mpstat.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking procps/mpstat.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking procps/mpstat.c: ENABLE_FEATURE_CHECK_NAMES...
Checking procps/mpstat.c: ENABLE_FEATURE_DEVFS...
Checking procps/mpstat.c: ENABLE_FEATURE_EDITING...
Checking procps/mpstat.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking procps/mpstat.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking procps/mpstat.c: ENABLE_FEATURE_HWIB...
Checking procps/mpstat.c: ENABLE_FEATURE_INDIVIDUAL...
Checking procps/mpstat.c: ENABLE_FEATURE_IPV6...
Checking procps/mpstat.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking procps/mpstat.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking procps/mpstat.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking procps/mpstat.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking procps/mpstat.c: ENABLE_FEATURE_TOPMEM...
Checking procps/mpstat.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking procps/mpstat.c: ENABLE_FEATURE_UTMP...
Checking procps/mpstat.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking procps/mpstat.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking procps/mpstat.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking procps/mpstat.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking procps/mpstat.c: ENABLE_LFS...
Checking procps/mpstat.c: ENABLE_LOCALE_SUPPORT...
Checking procps/mpstat.c: ENABLE_LONG_OPTS...
Checking procps/mpstat.c: ENABLE_ROUTE...
Checking procps/mpstat.c: ENABLE_SELINUX...
Checking procps/mpstat.c: ENABLE_USE_BB_PWD_GRP...
Checking procps/mpstat.c: HAVE_MNTENT_H...
Checking procps/mpstat.c: HAVE_PRINTF_PERCENTM...
Checking procps/mpstat.c: HAVE_SYS_STATFS_H...
Checking procps/mpstat.c: HAVE_UNLOCKED_LINE_OPS...
Checking procps/mpstat.c: HAVE_UNLOCKED_STDIO...
Checking procps/mpstat.c: TASK_COMM_LEN...
Checking procps/mpstat.c: UINT_MAX=0xffffffff...
Checking procps/mpstat.c: UNUSED_FOR_NOW...
Checking procps/mpstat.c: WANT_PIDFILE...
Checking procps/mpstat.c: _BYTE_ORDER...
Checking procps/mpstat.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking procps/mpstat.c: _SC_ARG_MAX...
Checking procps/mpstat.c: __386__...
Checking procps/mpstat.c: __APPLE__...
Checking procps/mpstat.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking procps/mpstat.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking procps/mpstat.c: __BYTE_ORDER...
Checking procps/mpstat.c: __CYGWIN__...
Checking procps/mpstat.c: __FreeBSD__...
Checking procps/mpstat.c: __FreeBSD__;__OpenBSD__...
Checking procps/mpstat.c: __FreeBSD_kernel__...
Checking procps/mpstat.c: __GLIBC__...
Checking procps/mpstat.c: __GNUC_MINOR__;__GNUC__...
Checking procps/mpstat.c: __GNU__...
Checking procps/mpstat.c: __NetBSD__...
Checking procps/mpstat.c: __STDC_VERSION__...
Checking procps/mpstat.c: __UCLIBC__...
Checking procps/mpstat.c: __WATCOMC__...
Checking procps/mpstat.c: __cris__;__mips__;__x86_64__;i386...
Checking procps/mpstat.c: __dietlibc__...
Checking procps/mpstat.c: __digital__;__unix__...
Checking procps/mpstat.c: __linux__...
Checking procps/mpstat.c: __powerpc__;__x86_64__;i386...
Checking procps/mpstat.c: i386...
processing ./procps/pmap.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/procps/pmap.c.cli
Checking procps/pmap.c ...
Checking procps/pmap.c: AF_NETLINK...
Checking procps/pmap.c: AF_PACKET...
Checking procps/pmap.c: ANDROID;__ANDROID__...
Checking procps/pmap.c: ARG_MAX...
Checking procps/pmap.c: BB_MMU...
Checking procps/pmap.c: BYTE_ORDER...
